"kinase","logFC","AveExpr","t","P.Value","adj.P.Val","B","kinase_FDR"
"DAPK1",-0.267594590377254,5.40066231448528,-2.96041793279601,0.0304918606881582,0.375505303178136,-3.76072957383529,0.422262993680865
"CDK6",0.514546959242088,6.73316381862437,2.94503617781975,0.0310487495353577,0.378122841563514,-3.7801231749864,0.422262993680865
"MAP3K6",0.758329347230777,3.47805059102972,2.89119184502037,0.0330889693263478,0.383581877323238,-3.84824924447038,0.423732001778659
"CDK16",-0.33564311799977,7.10113695621444,-2.85263570064055,0.0346411780365775,0.391000519963774,-3.89725344637822,0.423732001778659
"GRK4",1.46067947432368,1.76907087174459,2.81778903861973,0.0361135740927394,0.396601173454245,-3.94169627609973,0.423732001778659
"TRIB1",-0.349243318592706,4.68991948818879,-2.81282389064569,0.0363289413397319,0.396993238338956,-3.94804030469223,0.423732001778659
"NEK4",0.319928327507017,5.17100229126028,2.7412450423135,0.0395964386681982,0.407261353333716,-4.03980608048862,0.423732001778659
"SCYL2",0.44437538506174,5.3943370327654,2.7291650246319,0.0401791569795377,0.408756905146595,-4.05534803461426,0.423732001778659
"RPS6KC1",-0.417264351692829,5.38152440165947,-2.71701461780632,0.0407747960134634,0.410066432895523,-4.07099599324051,0.423732001778659
"PTK7",-0.634581541590363,3.76095621485797,-2.69931126185206,0.0416600895354437,0.411186005398226,-4.09382256853493,0.423732001778659
"SBK1",1.22110476319596,-1.28500899096898,2.66610552027996,0.0433780523842439,0.418648645103749,-4.1367224176452,0.423732001778659
"MAPK10",-0.892387050008557,-0.283607583391534,-2.66084762008594,0.0436571335553052,0.420205797354057,-4.14352516531574,0.423732001778659
"CSNK1G3",0.644150723490842,4.43404657381984,2.63958724153679,0.0448058186206724,0.424340378307523,-4.17105879198966,0.423732001778659
"TAOK3",-0.389720697374448,5.79896714393156,-2.62744229328151,0.0454768153654507,0.425866236972141,-4.18680609501856,0.423732001778659
"TBK1",0.596086798156566,4.81589935085854,2.61517120616632,0.04616595488918,0.428033014343754,-4.20273046391056,0.423732001778659
"MARK3",-0.874027917984133,2.68708957177163,-2.60701593658613,0.0466302589674285,0.429590589196573,-4.21332104656892,0.423732001778659
"MKNK2",-0.501993793574845,4.2893009680489,-2.59925569795085,0.0470768107362742,0.430514822377624,-4.22340400633391,0.423732001778659
"TRIM24",0.26695306500441,4.28829299281334,2.56925997123992,0.0488472558720317,0.435519500867239,-4.26242560482206,0.423732001778659
"VRK2",0.267200225210296,5.44234388022853,2.5670222092645,0.0489822156481115,0.435519500867239,-4.26533968754132,0.423732001778659
"PAK6",-1.93064955719423,-0.511144762115304,-2.56410889026989,0.0491585273336628,0.436000954408157,-4.26913410371033,0.423732001778659
"ALPK1",0.627124464445808,3.46821807378705,2.55860672629627,0.0494934020602105,0.437419675419541,-4.27630217296596,0.423732001778659
"LIMK2",0.312818703343186,5.56164461478165,2.54956736720541,0.0500489628369663,0.43751915072536,-4.28808357220405,0.423732001778659
"ITK",1.15375402647014,1.44033353798017,2.54026596153964,0.0506277204842311,0.438129031237048,-4.30021309754538,0.423732001778659
"GSG2",0.400930974332907,1.93156166967936,2.53845867365028,0.0507410170197134,0.438273692505704,-4.30257066013413,0.423732001778659
"FASTK",-0.214484830317574,7.21192974099027,-2.49198608361312,0.0537510197320618,0.448008849658404,-4.36327443096611,0.427291548124834
"PBK",0.311350822051563,6.40892069462169,2.47138853702573,0.0551465794689002,0.450797393780359,-4.39022668029902,0.427291548124834
"EPHB4",-0.414688596667969,4.24201647935683,-2.45359478194275,0.0563837781204286,0.453562935140713,-4.41353158083084,0.427291548124834
"DYRK1A",0.544416034506968,3.78775542605777,2.45336575849982,0.0563998965019469,0.453562935140713,-4.41383166262453,0.427291548124834
"UHMK1",0.308706622823047,6.50732032885484,2.45281635621613,0.0564385830571759,0.453656086500836,-4.41455153876994,0.427291548124834
"NEK5",0.495572527649247,1.05748915181924,2.45118970577761,0.0565532931341692,0.45377406294031,-4.41668302623481,0.427291548124834
"EPHB6",1.64906484897683,-0.0117448794471444,2.40602781912957,0.0598407788570771,0.460830392599865,-4.4759198144404,0.432639660793049
"MAP3K13",0.286272424095085,6.05350341171307,2.39615374264546,0.0605866571413508,0.463090080860415,-4.48888521471302,0.432639660793049
"MAPK1",0.272127024679451,5.3095031096454,2.38176117956685,0.061691843652215,0.466263973146757,-4.50779186438707,0.432639660793049
